Cluster	Sample	Cov_ter	Ptr	Diff
snod_1	F01	39.4448691941528	1.56636341461512	0.485122038
snod_1	F02	59.9053597199404	1.5588254613037	0.981905038000008
snod_1	F03	36.7510566690668	1.51350750267863	1.17071724300001
snod_1	F04	39.4668157727312	1.47065435826477	1.078044623
snod_1	F06	77.091718658242	1.45869332286546	0.943175254999986
snod_1	F07	55.4281149362205	1.49131899194327	0.738000491999998
snod_1	F08	133.04899266073	1.49694996134146	0.257684420000004
snod_1	F09	109.909042832924	1.42308581685825	0.414875115000001
snod_1	F10	116.301843854875	1.49791262309981	0.876735238999999
snod_1	F11	93.9118077621654	1.46232942664454	0.101407438000024
snod_1	F12	68.2817239007977	1.47916593533486	0.737283178000013
snod_1	F13	38.1869783069568	1.51492054799374	0.349238103000005
snod_1	F14	44.0113027960965	1.47768859061741	0.106652009000001
snod_1	F15	66.5392761578368	1.49293342875207	3.26270970100001
snod_1	F16	47.5053160227064	1.48343397960592	0.267605950000004
snod_1	N01	32.5146225690128	1.62828277915968	1.90783630999999
snod_1	N02	21.745325537041	1.66394381810315	1.6475490142
snod_1	N03	17.2531088287265	1.68387044262007	1.3686891019
snod_1	N04	66.9752241736191	1.46552700959323	1.30204180999999
snod_1	N06	82.6216751533	1.53192246181352	3.62937931299999
snod_1	N07	72.5534369608126	1.52232622776583	1.773103646
snod_1	N08	46.8635137416524	1.53788024492375	0.550471991000009
snod_1	N09	72.6427796243614	1.50090622307954	1.604919868
snod_1	N10	20.8637943179475	1.63627955106099	0.700470799000001
snod_1	N11	91.8620589103693	1.41756021522506	0.069125237999998
snod_1	N12	43.9085413986752	1.47253809715371	0.537750659999986
snod_1	N13	47.6583289703919	1.56585431365758	0.875003329999998
snod_1	N14	30.5502066867416	1.53989138215607	0.384573938000003
snod_1	N15	40.9756905829277	1.50282372999606	0.605240161000005
snod_1	N16	19.4013314929731	1.59241647982715	0.215781902300002
snod_2	F01	0	NA	NA
snod_2	F02	0	NA	NA
snod_2	F03	0	NA	NA
snod_2	F04	0	NA	NA
snod_2	F06	0	NA	NA
snod_2	F07	0	NA	NA
snod_2	F08	0	NA	NA
snod_2	F09	0	NA	NA
snod_2	F10	0	NA	NA
snod_2	F11	0	NA	NA
snod_2	F12	0	NA	NA
snod_2	F13	0	NA	NA
snod_2	F14	0	NA	NA
snod_2	F15	0	NA	NA
snod_2	F16	0	NA	NA
snod_2	N01	0	NA	NA
snod_2	N02	0	NA	NA
snod_2	N03	0	NA	NA
snod_2	N04	0	NA	NA
snod_2	N06	0	NA	NA
snod_2	N07	0	NA	NA
snod_2	N08	0	NA	NA
snod_2	N09	0	NA	NA
snod_2	N10	0	NA	NA
snod_2	N11	0	NA	NA
snod_2	N12	0	NA	NA
snod_2	N13	0	NA	NA
snod_2	N14	0	NA	NA
snod_2	N15	0	NA	NA
snod_2	N16	0	NA	NA
snod_bombus	F01	0	NA	NA
snod_bombus	F02	0	NA	NA
snod_bombus	F03	0	NA	NA
snod_bombus	F04	0	NA	NA
snod_bombus	F06	0	NA	NA
snod_bombus	F07	0	NA	NA
snod_bombus	F08	0	NA	NA
snod_bombus	F09	0	NA	NA
snod_bombus	F10	0	NA	NA
snod_bombus	F11	0	NA	NA
snod_bombus	F12	0	NA	NA
snod_bombus	F13	0	NA	NA
snod_bombus	F14	0	NA	NA
snod_bombus	F15	0	NA	NA
snod_bombus	F16	0	NA	NA
snod_bombus	N01	0	NA	NA
snod_bombus	N02	0	NA	NA
snod_bombus	N03	0	NA	NA
snod_bombus	N04	0	NA	NA
snod_bombus	N06	0	NA	NA
snod_bombus	N07	0	NA	NA
snod_bombus	N08	0	NA	NA
snod_bombus	N09	0	NA	NA
snod_bombus	N10	0	NA	NA
snod_bombus	N11	0	NA	NA
snod_bombus	N12	0	NA	NA
snod_bombus	N13	0	NA	NA
snod_bombus	N14	0	NA	NA
snod_bombus	N15	0	NA	NA
snod_bombus	N16	0	NA	NA
