Cluster	Sample	Cov_ter	Ptr	Diff
com_1	F01	25.2073576591226	1.42597988079847	0.950184870000001
com_1	F02	29.1442864472944	1.36971557640266	0.184383109999999
com_1	F03	23.1701243290212	1.34031955072862	0.313370631000002
com_1	F04	16.2164832456047	1.26521721727558	0.807373806000001
com_1	F06	20.1813330049108	1.37881677757504	0.496360541000001
com_1	F07	14.3775144614448	1.27627061326955	0.285599199
com_1	F08	18.3200635425394	1.42120883263001	0.666636121
com_1	F09	37.0650479558886	1.29041260399614	0.724205050000002
com_1	F10	16.317897245661	1.47315258063608	0.856752438000004
com_1	F11	41.0011314978941	1.32273358950559	0.689573840000008
com_1	F12	36.2556059595836	1.32182665939782	1.18062651
com_1	F13	18.2947190718617	1.41644685661538	0.607497322
com_1	F14	13.3138542905822	1.35918567268687	0.312383684
com_1	F15	13.8755947936216	1.41010171390953	0.0063475459999971
com_1	F16	15.4498296648242	1.51409645727419	0.832532361000002
com_1	N01	19.5520438950645	1.33345268663095	0.274725460999999
com_1	N02	12.4686713268139	1.36636104950193	0.545706840000001
com_1	N03	16.5794334481563	1.39055382170274	0.580594543
com_1	N04	14.4764063718581	1.23035102956383	0.747061484
com_1	N06	4.42864770884662	1.28274874487126	0.39794229
com_1	N07	2.95017866215831	1.51855170178829	0.382998827999999
com_1	N08	7.67419602794144	1.28582071894858	0.116640254
com_1	N09	14.9285708826114	1.28225602085573	0.711249896999998
com_1	N10	0	NA	NA
com_1	N11	16.067592705083	1.27054728494218	0.835636287
com_1	N12	7.91559252887544	1.22155240959248	0.567711127000001
com_1	N13	6.89032420998969	1.22147576928207	0.531364065
com_1	N14	1.90430705833355	1.34672341604628	0.0766749068000001
com_1	N15	4.37687295401292	1.21592720753308	0.2680589087
com_1	N16	3.74749316703121	1.23247312855248	0.0666846278000008
com_drosophila	F01	0	NA	NA
com_drosophila	F02	0	NA	NA
com_drosophila	F03	0	NA	NA
com_drosophila	F04	0	NA	NA
com_drosophila	F06	0	NA	NA
com_drosophila	F07	0	NA	NA
com_drosophila	F08	0	NA	NA
com_drosophila	F09	0	NA	NA
com_drosophila	F10	0	NA	NA
com_drosophila	F11	0	NA	NA
com_drosophila	F12	0	NA	NA
com_drosophila	F13	0	NA	NA
com_drosophila	F14	0	NA	NA
com_drosophila	F15	0	NA	NA
com_drosophila	F16	0	NA	NA
com_drosophila	N01	0	NA	NA
com_drosophila	N02	0	NA	NA
com_drosophila	N03	0	NA	NA
com_drosophila	N04	0	NA	NA
com_drosophila	N06	0	NA	NA
com_drosophila	N07	0	NA	NA
com_drosophila	N08	0	NA	NA
com_drosophila	N09	0	NA	NA
com_drosophila	N10	0	NA	NA
com_drosophila	N11	0	NA	NA
com_drosophila	N12	0	NA	NA
com_drosophila	N13	0	NA	NA
com_drosophila	N14	0	NA	NA
com_drosophila	N15	0	NA	NA
com_drosophila	N16	0	NA	NA
com_monarch	F01	0	NA	NA
com_monarch	F02	0	NA	NA
com_monarch	F03	0	NA	NA
com_monarch	F04	0	NA	NA
com_monarch	F06	0	NA	NA
com_monarch	F07	0	NA	NA
com_monarch	F08	0	NA	NA
com_monarch	F09	0	NA	NA
com_monarch	F10	0	NA	NA
com_monarch	F11	0	NA	NA
com_monarch	F12	0	NA	NA
com_monarch	F13	0	NA	NA
com_monarch	F14	0	NA	NA
com_monarch	F15	0	NA	NA
com_monarch	F16	0	NA	NA
com_monarch	N01	0	NA	NA
com_monarch	N02	0	NA	NA
com_monarch	N03	0	NA	NA
com_monarch	N04	0	NA	NA
com_monarch	N06	0	NA	NA
com_monarch	N07	0	NA	NA
com_monarch	N08	0	NA	NA
com_monarch	N09	0	NA	NA
com_monarch	N10	0	NA	NA
com_monarch	N11	0	NA	NA
com_monarch	N12	0	NA	NA
com_monarch	N13	0	NA	NA
com_monarch	N14	0	NA	NA
com_monarch	N15	0	NA	NA
com_monarch	N16	0	NA	NA
