Cluster	Sample	Cov_ter	Ptr	Diff
bapis	F01	73.6172571320812	1.47768925928366	0.373430162000005
bapis	F02	81.6768883738366	1.51606530845347	1.777496966
bapis	F03	45.3715126142943	1.50290286942113	0.642976497999996
bapis	F04	286.597566781073	1.4162971887234	4.26732812700004
bapis	F06	176.065472191916	1.40495795387619	0.514585558999983
bapis	F07	152.578198894293	1.41018671262509	1.70374871699997
bapis	F08	19.7616687028305	1.47118142891626	0.9361659178
bapis	F09	113.652863253609	1.38430300386651	0.0618308410000168
bapis	F10	83.016786971968	1.36565565499761	0.202344588000003
bapis	F11	34.9120386248532	1.43231395156633	0.147492627599995
bapis	F12	98.6953491709893	1.37552156854727	0.88758150000001
bapis	F13	31.3347379499968	1.39529514120939	0.622207612700002
bapis	F14	0	NA	NA
bapis	F15	0	NA	NA
bapis	F16	0	NA	NA
bapis	N01	305.886237993908	1.43913594060994	2.41187883499998
bapis	N02	163.735483290599	1.48284696858949	3.744665048
bapis	N03	106.466511167764	1.48448338345527	2.977766723
bapis	N04	349.724590931936	1.32415624181866	0.939157554000019
bapis	N06	22.9328724879408	1.44988378658123	0.8418645729
bapis	N07	121.076685110693	1.47964077341739	0.97349285300001
bapis	N08	4.07998370552313	1.3943928237504	0.82746570225
bapis	N09	63.473441087382	1.44545495609247	0.604690447999999
bapis	N10	2.68277537534876	1.5481728504609	0.39852173359
bapis	N11	108.107500156885	1.46837965317515	2.63285358599998
bapis	N12	27.1849103292816	1.47420019100939	1.7851433497
bapis	N13	14.2055786765729	1.49898856532448	1.0160871962
bapis	N14	0	NA	NA
bapis	N15	0	NA	NA
bapis	N16	0	NA	NA
