Cluster	Sample	Cov_ter	Ptr	Diff
gilli_1	F01	51.4003589389161	1.53149501102803	2.26939328
gilli_1	F02	115.341045758226	1.50048936475553	2.03801247999999
gilli_1	F03	55.2182429799375	1.50289915219055	2.29945056
gilli_1	F04	21.8264712140956	1.54822779864557	0.933349479999997
gilli_1	F06	53.042502043074	1.5410275181518	0.363955279999999
gilli_1	F07	39.0796841166437	1.48052924448687	2.2926152
gilli_1	F08	110.377875846894	1.58034314269609	3.6849192
gilli_1	F09	82.8604847275388	1.48938362701835	3.25104928
gilli_1	F10	146.181898372087	1.52653440627784	2.46169744000002
gilli_1	F11	45.4815576475244	1.50836316143042	1.72170608
gilli_1	F12	30.8887157341017	1.47563009172565	0.425318431999997
gilli_1	F13	45.1342446982393	1.51286715389886	1.97511632
gilli_1	F14	53.3208476344506	1.49090297560531	2.41521039999999
gilli_1	F15	42.1480966492119	1.49322533550698	0.0356057599999957
gilli_1	F16	51.0870710763506	1.52077616436236	0.277990079999995
gilli_1	N01	151.187018294797	1.62777835382755	3.85895575999999
gilli_1	N02	150.890409129465	1.63703275234718	8.07254176000001
gilli_1	N03	126.622774490064	1.66553756643951	7.41498768000002
gilli_1	N04	44.1176427770815	1.60908319509939	1.49095759999999
gilli_1	N06	80.6958637306967	1.58930732841532	0.550527599999995
gilli_1	N07	105.622338874163	1.60298466143336	3.43098912000002
gilli_1	N08	201.639261043266	1.55561747438013	6.17355800000001
gilli_1	N09	124.426328248267	1.59403389614016	1.86978479999999
gilli_1	N10	199.743006289642	1.58140704271747	4.35499688000004
gilli_1	N11	78.4691139781698	1.50164684404085	1.42289736000001
gilli_1	N12	52.0297859069811	1.52716625630663	1.90313336
gilli_1	N13	60.3925874241206	1.59539562236935	1.69306960000002
gilli_1	N14	79.4304041353649	1.52538924154932	3.88228391999999
gilli_1	N15	110.460344110015	1.54053661167775	2.36820423999998
gilli_1	N16	132.912548610272	1.55566241714532	5.77705663999998
gilli_2	F01	26.390988769808	1.54247880805325	4.557540901
gilli_2	F02	36.497215558609	1.57300377399497	6.225257814
gilli_2	F03	58.38011902016	1.45310719907415	8.408571231
gilli_2	F04	13.060518198381	1.43330010767264	3.30864214
gilli_2	F06	40.430733094942	1.48353320567179	6.429335076
gilli_2	F07	60.0508858595472	1.43009219720522	3.864303303
gilli_2	F08	37.9345783973928	1.61831563303256	13.590121253
gilli_2	F09	35.7693883615699	1.45552231289859	4.310142879
gilli_2	F10	28.3837222697684	1.51728616654589	7.495229155
gilli_2	F11	42.6195490263707	1.45545960328249	4.015031918
gilli_2	F12	32.6409404729207	1.44193268735766	5.007039014
