Cluster	Sample	Cov_ter	Ptr	Diff
fper	F01	115.709870443865	1.48587151070582	16.906881248
fper	F02	60.3817177851397	1.55482492787089	9.465360434
fper	F03	60.0756040697237	1.37257046811047	5.20250228
fper	F04	48.2622706641918	1.49945286460989	8.24841686800001
fper	F06	45.096911561087	1.52445029205328	6.415855992
fper	F07	53.5393953562104	1.47780899417315	8.158326464
fper	F08	64.157070332012	1.54907322740407	11.544389494
fper	F09	38.6404658489325	1.50394149561231	6.020435298
fper	F10	57.7000339612073	1.49138560399903	8.29371955399999
fper	F11	50.616390349327	1.45946796067773	6.11182641200001
fper	F12	50.7557380657031	1.43798519697457	7.236712148
fper	F13	47.5760094434306	1.47425143093175	7.04578443399999
fper	F14	56.4673495612945	1.41178930159393	6.859444784
fper	F15	39.7778317114147	1.45920472541352	5.79062767199999
fper	F16	69.2154864815334	1.48853970747556	9.51891870999999
fper	N01	45.9288364200231	1.66433565398741	10.779837666
fper	N02	42.8695585876446	1.7246736947114	10.439562468
fper	N03	55.3483519089772	1.71009608661262	13.688210766
fper	N04	45.301710474717	1.55415765237593	7.68094348400001
fper	N06	27.2235831962703	1.71696722150829	5.92228221
fper	N07	54.5242953079546	1.63286842126341	11.067067026
fper	N08	42.8738803906246	1.55134080223222	7.347915568
fper	N09	39.0827000243173	1.61595795481643	8.09591692
fper	N10	28.1715458992822	1.58951163560892	5.29647988200001
fper	N11	43.0811573964038	1.53025136705132	6.809975352
fper	N12	26.6184113820603	1.70348257637043	5.693802916
fper	N13	45.626085539215	1.63042696126239	9.69508857599999
fper	N14	42.5628482385371	1.56772872966674	8.408328856
fper	N15	54.5498071072466	1.45116920110033	7.86487213400001
fper	N16	46.798124781624	1.52333026873745	8.396269592
